# 06/10/2019 12:57:34 PM : Volumes - EPEX Spot Market Auction - Austria
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day Volume
22/07/2019,2869.6,2709.1,2645.1,,2525.2,2576.5,2536.3,2754.3,2876.2,3268.0,3600.7,4087.0,4168.3,4193.6,4423.1,4535.9,4466.4,4297.8,3428.6,2765.0,2175.4,2443.2,2547.7,2663.5,2624.3,77180.8
21/07/2019,2713.9,3193.9,3580.1,,4156.6,4308.3,4143.6,4344.9,4326.8,4388.5,4446.8,4543.3,4565.6,4323.4,4551.6,4506.1,4703.0,4557.0,4105.6,3485.0,3035.5,2923.4,2687.7,2659.4,2699.0,92949.0
20/07/2019,2956.5,2702.9,3082.5,,3259.1,3283.0,3260.8,3574.4,3524.2,3602.5,3563.8,3875.8,4142.1,4410.3,4273.4,4267.5,4299.0,4389.2,3789.1,3240.2,2714.5,3085.9,3146.3,2575.4,2640.9,83659.3
19/07/2019,3186.1,3013.4,3016.2,,2500.1,2571.3,2764.6,2694.0,2539.9,2195.5,2787.8,3467.0,3709.2,4056.4,3795.1,3709.6,3884.0,3717.3,3274.5,2510.4,2206.5,2681.5,2711.9,2333.9,2587.0,71913.2
18/07/2019,2595.3,2410.5,2435.9,,2278.8,2119.9,2511.0,2943.1,2731.7,2791.1,3588.2,4136.6,4206.0,4106.0,4181.3,4222.0,4056.1,3926.7,3533.0,2806.4,2254.5,2235.3,2508.6,2664.4,2584.5,73826.9
17/07/2019,2266.6,2093.7,2167.8,,2176.1,2166.8,2197.6,2517.3,2373.7,2266.4,2452.3,2864.4,3533.3,3605.0,3682.7,3582.5,3691.6,3637.5,2825.4,2207.6,2028.8,2400.1,2552.6,2598.4,2552.0,64440.2
16/07/2019,2703.1,2501.9,2740.7,,2611.2,2405.5,2596.6,2464.8,2393.9,2112.1,2512.3,2866.9,3011.7,3641.4,3737.2,3648.2,3592.2,3323.0,2731.5,1865.1,2171.1,2392.3,2661.1,2558.0,2044.3,65286.1
15/07/2019,2338.9,2516.5,2328.0,,2120.5,2215.1,2442.5,2351.9,2608.7,2355.0,2658.1,2707.9,2961.7,3081.3,3747.8,3896.0,3920.9,3851.3,3527.6,2826.2,2607.5,2769.4,2975.3,2841.9,2868.2,68518.2
14/07/2019,2781.1,3095.8,2264.5,,2357.1,2363.0,2246.5,2479.7,2715.5,2396.1,2294.1,2477.0,2649.3,2632.4,2773.5,3018.3,3173.5,3144.3,2783.7,2713.5,2474.2,2560.7,2635.3,3197.8,2668.4,63895.3
13/07/2019,2221.1,2381.4,2491.4,,2636.9,2471.7,2505.3,2476.8,2247.7,2495.3,2573.2,2632.3,2799.6,2734.1,2736.7,3399.1,3375.7,3287.0,2284.0,2065.0,2176.2,1967.3,2105.9,2862.7,2426.2,61352.6
12/07/2019,2417.9,2335.9,2416.9,,2241.8,2410.1,2472.9,2205.8,2293.3,2182.4,2304.5,2775.2,2813.6,2948.7,3174.4,3101.4,3341.2,3225.7,2621.4,2105.4,2122.9,2253.8,2115.1,2207.7,2393.7,60481.7
11/07/2019,2311.2,2161.0,2129.7,,2029.4,2100.7,2262.8,2106.4,2383.1,2037.6,2149.1,2106.4,2343.2,2403.0,2359.4,2511.2,2551.8,2555.8,2134.0,2273.3,2412.4,2448.0,2287.7,2209.6,2332.4,54599.2
10/07/2019,2080.5,2139.4,2302.1,,2068.5,2133.4,2157.6,2201.7,2664.5,2047.0,2003.0,2062.2,2391.3,2534.9,2400.8,2571.1,2549.2,2261.3,2017.2,2304.6,2493.9,2661.3,2579.5,2428.0,1992.4,55045.4
09/07/2019,2176.3,2530.3,2657.2,,2544.0,2562.7,2352.5,2216.8,2026.1,2221.8,2068.7,2215.7,2432.9,2638.3,2725.7,3086.2,3138.2,2911.8,2448.8,2146.8,2101.6,2393.7,2690.1,2593.9,2001.8,58881.9
08/07/2019,2456.4,2361.9,2207.5,,2537.2,2074.8,2319.5,2416.4,2321.6,2341.4,2471.3,2709.7,2907.1,3148.6,3345.1,3423.0,3480.1,3095.3,2918.0,2766.9,2854.6,2852.9,2660.1,2835.6,2082.0,64587.0
07/07/2019,2512.5,2623.8,2434.9,,2447.2,2417.8,2510.1,2612.6,2609.2,2852.4,3262.5,2787.6,3143.7,3337.0,4257.4,4055.4,3941.5,3929.0,3655.3,3197.9,2792.9,2893.3,2905.9,3807.8,3104.7,74092.4
06/07/2019,2526.2,2348.1,2373.5,,2385.0,2393.1,2672.4,2453.1,2525.4,2799.1,3307.1,3167.2,3462.7,4045.9,4231.1,4313.0,4174.8,3795.8,3429.2,2589.0,2521.3,2498.0,2556.2,2349.8,2073.4,70990.4
05/07/2019,2301.7,2203.4,2455.0,,2463.9,2515.9,2324.4,2391.4,2464.7,2282.8,2789.7,2439.1,2597.5,2463.0,2953.0,3013.6,3029.3,3118.4,2422.9,2323.5,2571.4,2982.9,3277.0,3211.8,3067.6,63663.9
04/07/2019,2117.3,2043.8,2188.6,,2190.9,2434.8,2403.4,2439.9,2783.7,2192.7,2578.6,2979.4,3476.1,3450.3,3500.5,3433.8,3405.3,3245.4,3009.2,2471.8,2560.9,2895.1,3273.6,3286.8,2432.0,66793.9
03/07/2019,2168.2,2054.2,2161.8,,2244.8,2243.9,2298.4,3079.7,2829.0,2316.4,2601.2,3033.2,3354.5,3391.1,3542.7,3740.9,3624.2,3596.0,3228.7,2819.4,2582.5,3138.7,3284.9,2771.8,2441.9,68548.1
