# 30/12/2019 12:57:19 PM : Volumes - EPEX Spot Market Auction - Germany/Luxembourg
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day Volume
23/10/2019,17596.9,18399.9,18579.5,,19364.3,18707.2,17855.7,18487.0,20399.6,21103.8,21781.8,23125.2,24928.4,26806.6,26794.0,26371.9,24548.7,22280.3,20044.2,20630.0,19006.3,20058.7,17712.5,17799.6,18326.4,500708.5
22/10/2019,18511.5,18099.7,18518.6,,18196.7,17973.0,17545.5,17212.2,19567.9,21157.3,22645.5,24902.7,26717.3,28056.0,28245.0,27368.5,25149.2,23059.6,22721.1,21793.7,21346.3,19810.6,18329.5,18130.2,17963.1,513020.7
21/10/2019,18898.3,18981.2,19539.0,,19576.0,20104.5,19367.9,18208.0,20505.6,20515.8,23206.4,24961.0,26195.0,26948.3,26804.1,25927.2,24255.1,22053.5,19548.7,20112.0,20400.9,21790.9,20048.3,19245.9,19891.3,517084.9
20/10/2019,21251.8,21615.0,20787.4,,19389.6,18126.9,18101.9,17893.8,17168.5,17812.7,18635.2,20390.1,22024.0,24175.8,24708.8,23768.6,21713.4,19083.9,16421.1,16017.5,17012.0,17752.8,16843.3,15947.0,18316.8,464957.9
19/10/2019,20231.8,20499.4,20166.7,,19448.1,19067.5,19613.1,19810.3,18963.2,18517.7,18405.2,18960.0,19294.4,20593.4,21879.4,20809.2,19658.3,18270.8,17205.2,17180.8,18163.9,18406.3,19028.0,19371.5,21643.7,465187.9
18/10/2019,19414.8,18781.7,18943.6,,18335.2,18425.4,17351.6,19965.3,22084.8,21967.0,23703.0,24400.2,26666.7,27619.6,28902.1,29046.9,28177.3,26329.9,24955.8,23725.2,22864.4,21823.4,22449.0,20853.8,21826.8,548613.5
17/10/2019,25209.1,25155.7,24628.5,,23937.4,22846.4,21646.7,19970.2,20872.3,22600.3,23918.7,25254.8,26718.1,26754.7,26993.7,27123.0,26820.7,25321.0,23280.3,22794.3,22041.6,19725.3,18137.0,17203.9,19236.3,558190.0
16/10/2019,18833.3,20064.5,19741.0,,19350.6,19537.1,18790.6,18795.5,18965.4,19677.3,21951.3,24596.4,26660.5,28342.4,28442.8,27719.6,25962.6,23400.3,19896.7,20592.7,20670.0,19558.3,20627.0,21399.9,23432.2,527008.0
15/10/2019,22205.0,20858.8,19927.3,,19723.5,20154.1,18267.9,19617.3,20647.9,22008.2,23280.5,26766.9,29045.9,30367.1,29751.7,27907.1,25513.8,24584.6,21810.2,21412.0,21352.0,19221.2,17815.6,17632.2,19353.0,539223.8
14/10/2019,25536.7,25963.1,25214.7,,23824.6,22635.2,21182.0,17664.5,19204.8,20796.3,23899.9,27158.0,29703.2,31480.6,31067.5,29847.2,27626.2,23685.3,20496.8,19249.6,18785.6,21710.5,20335.7,21278.5,21599.3,569945.8
13/10/2019,19706.4,19655.8,19663.7,,19872.6,19634.8,19508.7,19468.5,18495.4,19042.6,20917.2,23277.9,25616.2,28299.7,29611.9,29241.3,27008.2,24215.8,20841.1,20339.9,23082.4,24530.3,24101.2,23992.5,23997.0,544121.1
12/10/2019,25889.0,26155.2,26358.8,,25995.7,24779.7,23535.6,22844.6,22206.2,23957.8,26917.8,28342.6,29475.6,31131.6,31204.5,29883.5,26192.2,22634.5,19372.6,19137.0,19529.8,19210.4,18416.1,18591.1,20160.4,581922.3
11/10/2019,20666.1,21270.9,22370.2,,22295.5,21516.3,20292.6,18810.9,19825.8,20776.8,23742.0,24878.5,25734.6,27307.0,27740.5,27326.7,25870.4,23831.7,21190.3,21635.6,21197.8,20793.1,22304.4,23733.1,24997.6,550108.4
10/10/2019,19954.8,19810.2,20271.5,,19965.8,19906.0,19417.0,17514.9,17600.5,18042.7,20759.0,23882.4,25957.1,26528.7,26693.9,26872.7,26431.3,24452.1,20835.9,17606.1,16910.5,17353.6,17871.9,18538.3,18338.2,501515.1
09/10/2019,23338.0,24075.3,23031.3,,22374.1,21600.5,21275.0,21101.8,21142.7,21794.5,22700.2,24114.6,24817.9,25063.2,24879.0,23637.1,22094.5,20732.4,19716.1,18983.1,19077.3,19692.4,20556.3,21475.2,22366.6,529639.1
08/10/2019,19524.4,21042.7,21762.5,,22116.1,22237.6,22012.8,20652.9,21192.5,23557.3,23493.4,23206.6,23765.3,23677.6,23444.5,22956.5,21908.4,20926.9,20884.2,20221.3,20076.2,20457.8,20239.4,21441.8,24294.0,525092.7
07/10/2019,22554.0,22231.0,22027.2,,21294.3,20470.9,18904.0,20541.9,21863.6,23608.1,24471.5,26909.8,28884.8,30217.0,29855.4,28283.7,26968.9,25358.2,23360.5,22205.4,21787.2,23817.8,21508.7,22510.2,22625.6,572259.7
06/10/2019,22157.1,22815.8,22533.3,,21902.1,21296.2,20800.8,21735.2,22126.9,21759.3,22930.7,24613.2,25448.4,27387.2,27079.8,25487.1,23236.0,21618.6,20471.6,21108.3,22756.1,22907.9,22073.8,21442.1,22531.8,548219.3
05/10/2019,24884.8,26029.6,26327.2,,25502.9,25164.7,25003.7,24310.4,23950.2,22090.7,23038.9,22815.2,22771.8,23752.4,23669.1,23348.6,21168.1,20020.2,19773.6,19501.5,21421.7,18921.3,19030.2,19327.3,19534.3,541358.4
04/10/2019,23137.4,23394.0,23291.6,,23025.8,22302.4,20578.5,20046.7,19353.5,21623.5,22272.7,22624.0,23358.9,24876.6,24646.8,24485.7,24404.1,23756.9,23871.9,23628.6,22124.3,20578.7,20170.3,20990.9,21818.1,540361.9
03/10/2019,21119.1,20328.1,20722.0,,20322.8,19623.3,20857.3,23385.7,23732.4,27069.2,27229.2,28551.7,29017.9,29372.0,29004.4,28992.1,27431.5,24697.7,22798.5,21276.0,21743.8,18758.5,18723.4,20288.1,19827.9,564872.6
02/10/2019,20045.8,20442.4,20430.7,,20979.6,20883.0,20095.0,20274.6,21016.5,23153.4,23652.2,25226.7,25828.2,25804.7,25078.3,24794.0,24467.5,23372.9,23606.9,22519.2,22234.1,20127.1,18658.3,19274.0,20670.7,532635.8
01/10/2019,20429.9,21739.1,21924.4,,22045.4,21895.2,21582.4,22809.3,22105.8,23245.4,23414.4,24968.3,25920.9,26173.1,26615.7,25840.5,24547.8,23879.5,22557.5,22426.7,22910.7,21101.3,21625.4,21375.2,21112.6,552246.5
30/09/2019,32655.3,33426.1,32383.6,,32327.9,32499.3,32242.7,31441.1,32013.5,35004.2,37284.7,38028.5,39732.7,40277.5,40357.9,39073.4,37038.8,33101.1,29980.6,27195.4,25134.1,24211.1,22827.6,22028.2,20653.3,770918.6
29/09/2019,33574.6,33573.6,32357.6,,31697.3,31108.9,30808.7,30064.8,30260.7,31571.9,33323.9,34519.4,36025.1,38251.9,39303.2,38950.0,37595.8,36179.0,33683.7,34406.7,35051.7,35488.4,34928.0,35686.4,35406.7,823818.0
28/09/2019,22949.2,24133.3,25232.4,,24106.2,23735.7,24165.4,23779.9,24124.0,24383.5,26003.4,28441.2,29447.0,30589.8,31214.2,30916.4,29518.3,26989.5,24936.3,23885.6,23519.5,25397.1,27666.3,28125.7,28954.3,632214.2
27/09/2019,19364.4,19510.8,19890.5,,19913.3,19166.8,18475.3,19379.1,20807.5,22204.2,22412.6,22999.2,23296.8,22797.7,23368.4,23635.3,22794.0,22308.5,22325.2,21839.8,22234.4,19193.4,18119.5,18146.4,20288.7,504471.8
26/09/2019,20625.6,21690.2,21408.3,,21814.7,21454.4,20911.2,20762.1,22163.8,25225.3,25090.3,25765.8,26263.1,26100.2,25467.1,25075.4,24912.7,24665.0,24856.2,24611.8,24566.1,21425.8,20102.9,21086.4,21762.2,557806.6
